"Name","Gender","Religion","Cast","Country"
"Svadhi","Female","hindu","","India"
"Svaha","Female","hindu","","India"
"Svana","Female","hindu","","India"
"Giri Chakra Ratharooda Dhanda Natha Puraskrutha","Female","hindu","","India"
"Gnadha","Female","hindu","","India"
"Gnana Gamya","Female","hindu","","India"
"Gnana Gneya Swaroopini","Female","hindu","","India"
"Gnana Mudhra","Female","hindu","","India"
"Gnana Vigraha","Female","hindu","","India"
"Gomatha","Female","hindu","","India"
"Gopthri","Female","hindu","","India"
"Govinda Roopini","Female","hindu","","India"
"Gowri","Female","hindu","","India"
"Gubdha","Female","hindu","","India"
"Gudanna Preetha Manasa","Female","hindu","","India"
"Guhajanma Bhoo","Female","hindu","","India"
"Guhamba","Female","hindu","","India"
"Guhya","Female","hindu","","India"
"Guhya Roopini","Female","hindu","","India"
"Guhyakaradhya","Female","hindu","","India"
"Guna Nidhi","Female","hindu","","India"
"Guna Theetha","Female","hindu","","India"
"Guru Mandala Roopini","Female","hindu","","India"
"Guru Moorthi","Female","hindu","","India"
"Guru Priya","Female","hindu","","India"
"Hakini Roopa Dharini","Female","hindu","","India"
"Hamsavathi Mukhya Shakthi Samanvitha","Female","hindu","","India"
"Hamsini","Female","hindu","","India"
"Dhadimi Kusuma Prabha","Female","hindu","","India"
"Dhadyanna Saktha Hridhaya","Female","hindu","","India"
"Dhaharakasa Roopini","Female","hindu","","India"
"Dhaitya Shamani","Female","hindu","","India"
"Dhamshtrojwala","Female","hindu","","India"
"Dhanadhanya Vivardhani","Female","hindu","","India"
"Dhanadyaksha","Female","hindu","","India"
"Dhanda Neethistha","Female","hindu","","India"
"Dhara","Female","hindu","","India"
"Dharahasojwalanmukhi","Female","hindu","","India"
"Dharandholitha Deergakshi","Female","hindu","","India"
"Dharasmera Mukhambuja","Female","hindu","","India"
"Dharasutha","Female","hindu","","India"
"Dharma Dhara","Female","hindu","","India"
"Dharma Vardhini","Female","hindu","","India"
"Dharmadhrama Vivarjitha","Female","hindu","","India"
"Dharmini","Female","hindu","","India"
"Dhaya Moorthi","Female","hindu","","India"
"Dheera","Female","hindu","","India"
"Dheera Samarchida","Female","hindu","","India"
"Dhithya Hanthri","Female","hindu","","India"
"Dhrithi","Female","hindu","","India"
"Dhuka Hanthri","Female","hindu","","India"
"Dhuradharsha","Female","hindu","","India"
"Dhuraradhya","Female","hindu","","India"
"Timila","Female","hindu","","India"
"Tina","Female","hindu","","India"
"Tista","Female","hindu","","India"
"Tisya","Female","hindu","","India"
"Tithi","Female","hindu","","India"
"Titiksha","Female","hindu","","India"
"Tiya","Female","hindu","","India"
"Toral","Female","hindu","","India"
"Torsha","Female","hindu","","India"
"Toshani","Female","hindu","","India"
"Toya","Female","hindu","","India"
"Trariti","Female","hindu","","India"
"Trayi","Female","hindu","","India"
"Treena","Female","hindu","","India"
"Treeshita","Female","hindu","","India"
"Treya","Female","hindu","","India"
"Triaksha","Female","hindu","","India"
"Triambika","Female","hindu","","India"
"Tridhara","Female","hindu","","India"
"Tridiva","Female","hindu","","India"
"Triguni","Female","hindu","","India"
"Trijagati","Female","hindu","","India"
"Trikaya","Female","hindu","","India"
"Trinayani","Female","hindu","","India"
"Trinetra","Female","hindu","","India"
"Vania","Female","hindu","","India"
"Vanini","Female","hindu","","India"
"Vanishri","Female","hindu","","India"
"Vanita","Female","hindu","","India"
"Vanjan","Female","hindu","","India"
"Vanmala","Female","hindu","","India"
"Vanmalli","Female","hindu","","India"
"Vanmayi","Female","hindu","","India"
"Vanshi","Female","hindu","","India"
"Vanshika","Female","hindu","","India"
"Vara","Female","hindu","","India"
"Varaa","Female","hindu","","India"
"Varali","Female","hindu","","India"
"Varalika","Female","hindu","","India"
"Varana","Female","hindu","","India"
"Vari","Female","hindu","","India"
"Varij","Female","hindu","","India"
"Varija","Female","hindu","","India"
"Varisha","Female","hindu","","India"
"Varnika","Female","hindu","","India"
"Varnu","Female","hindu","","India"
"Varsha","Female","hindu","","India"
"Varshana","Female","hindu","","India"
"Varshini","Female","hindu","","India"
"Vartika","Female","hindu","","India"
"Svitra","Female","hindu","","India"
"Swagata","Female","hindu","","India"
"Swapna","Female","hindu","","India"
"Swapnali","Female","hindu","","India"
"Swapnasundari","Female","hindu","","India"
"Swapnika","Female","hindu","","India"
"Swara","Female","hindu","","India"
"Swarnalata","Female","hindu","","India"
"Swarnaprabha","Female","hindu","","India"
"Swarnika","Female","hindu","","India"
"Swarupa","Female","hindu","","India"
"Swastika","Female","hindu","","India"
"Swati","Female","hindu","","India"
"Sweta","Female","hindu","","India"
"Taanusiya","Female","hindu","","India"
"Tabassum","Female","hindu","","India"
"Taj","Female","hindu","","India"
"Talika","Female","hindu","","India"
"Talli","Female","hindu","","India"
"Tamali","Female","hindu","","India"
"Tamalika","Female","hindu","","India"
"Tamanna","Female","hindu","","India"
"Tamasa","Female","hindu","","India"
"Tamasi","Female","hindu","","India"
"Tamasvini","Female","hindu","","India"
"Tanzil","Female","hindu","","India"
"Tapani","Female","hindu","","India"
"Tapasi","Female","hindu","","India"
"Tapati","Female","hindu","","India"
"Tapi","Female","hindu","","India"
"Tapni","Female","hindu","","India"
"Tapti","Female","hindu","","India"
"Tara","Female","hindu","","India"
"Tarai","Female","hindu","","India"
"Tarakeshwari","Female","hindu","","India"
"Tarakini","Female","hindu","","India"
"Tarala","Female","hindu","","India"
"Tarana","Female","hindu","","India"
"Tarangini","Female","hindu","","India"
"Taranija","Female","hindu","","India"
"Tarannum","Female","hindu","","India"
"Tarika","Female","hindu","","India"
"Tarini","Female","hindu","","India"
"Tarita","Female","hindu","","India"
"Tarjani","Female","hindu","","India"
"Tarkeshwari","Female","hindu","","India"
"Tarla","Female","hindu","","India"
"Tarli","Female","hindu","","India"
"Tarlika","Female","hindu","","India"
"Tarpana","Female","hindu","","India"
"Ajisth","Male","hindu","","India"
"Ajit","Male","hindu","","India"
"Ajitaabh","Male","hindu","","India"
"Ajitesh","Male","hindu","","India"
"Ajoy","Male","hindu","","India"
"Akaash","Male","hindu","","India"
"Akand","Male","hindu","","India"
"Akarsh","Male","hindu","","India"
"Akhil","Male","hindu","","India"
"Akhilesh","Male","hindu","","India"
"Akshaj","Male","hindu","","India"
"Akshan","Male","hindu","","India"
"Akshansh","Male","hindu","","India"
"Akshar","Male","hindu","","India"
"Akshat","Male","hindu","","India"
"Akshay","Male","hindu","","India"
"Akshayaguna","Male","hindu","","India"
"Akshaykeerti","Male","hindu","","India"
"Akshit","Male","hindu","","India"
"Akshobhya","Male","hindu","","India"
"Akul","Male","hindu","","India"
"Alankar","Male","hindu","","India"
"Alok","Male","hindu","","India"
"Alop","Male","hindu","","India"
"Alpesh","Male","hindu","","India"
"Angak","Male","hindu","","India"
"Aniij","Male","hindu","","India"
"Anik","Male","hindu","","India"
"Anikait","Male","hindu","","India"
"Aniket","Male","hindu","","India"
"Anil","Male","hindu","","India"
"Anilaabh","Male","hindu","","India"
"Animesh","Male","hindu","","India"
"Anirudh","Male","hindu","","India"
"Anirvan","Male","hindu","","India"
"Anish","Male","hindu","","India"
"Anit","Male","hindu","","India"
"Anjal","Male","hindu","","India"
"Anjan","Male","hindu","","India"
"Anjas","Male","hindu","","India"
"Anjor","Male","hindu","","India"
"Anjuman","Male","hindu","","India"
"Ankit","Male","hindu","","India"
"Ankur","Male","hindu","","India"
"Ankush","Male","hindu","","India"
"Annuabhuj","Male","hindu","","India"
"Anoop","Male","hindu","","India"
"Anram","Male","hindu","","India"
"Ansh","Male","hindu","","India"
"Anshuk","Male","hindu","","India"
"Anshul","Male","hindu","","India"
"Anshumaan","Male","hindu","","India"
"Anshumat","Male","hindu","","India"
"Antariksh","Male","hindu","","India"
"Antim","Male","hindu","","India"
"Anuj","Male","hindu","","India"
"Anunay","Male","hindu","","India"
"Anupam","Male","hindu","","India"
"Anuraag","Male","hindu","","India"
"Anurup, Anuroop","Male","hindu","","India"
"Anuttam","Male","hindu","","India"
"Anuva","Male","hindu","","India"
"Apoorva","Male","hindu","","India"
"Aranab","Male","hindu","","India"
"Arav","Male","hindu","","India"
"Archan","Male","hindu","","India"
"Archit","Male","hindu","","India"
"Ardhendu","Male","hindu","","India"
"Areehah","Male","hindu","","India"
"Arha","Male","hindu","","India"
"Arhat","Male","hindu","","India"
"Arihaan","Male","hindu","","India"
"Arihant","Male","hindu","","India"
"Arindam","Male","hindu","","India"
"Arjit","Male","hindu","","India"
"Suniska","Female","hindu","","India"
"Sunita","Female","hindu","","India"
"Suniti","Female","hindu","","India"
"Suprabha","Female","hindu","","India"
"Supreetha","Female","hindu","","India"
"Suprema","Female","hindu","","India"
"Supriti","Female","hindu","","India"
"Supriya","Female","hindu","","India"
"Supti","Female","hindu","","India"
"Suraksha","Female","hindu","","India"
"Surama","Female","hindu","","India"
"Surangi","Female","hindu","","India"
"Suranjana","Female","hindu","","India"
"Surasa","Female","hindu","","India"
"Surasti","Female","hindu","","India"
"Suravi","Female","hindu","","India"
"Suravinda","Female","hindu","","India"
"Surekha","Female","hindu","","India"
"Sureshi","Female","hindu","","India"
"Sureshwari","Female","hindu","","India"
"Surina","Female","hindu","","India"
"Surotama","Female","hindu","","India"
"Suruchi","Female","hindu","","India"
"Surupa","Female","hindu","","India"
"Suryadita","Female","hindu","","India"
"Yashila","Female","hindu","","India"
"Yashita","Female","hindu","","India"
"Yashmita","Female","hindu","","India"
"Yashoda","Female","hindu","","India"
"Yashodhara","Female","hindu","","India"
"Yashomati","Female","hindu","","India"
"Yasmin","Female","hindu","","India"
"Yasti","Female","hindu","","India"
"Yatudhani","Female","hindu","","India"
"Yauvani","Female","hindu","","India"
"Yavonne","Female","hindu","","India"
"Yayaati","Female","hindu","","India"
"Yema","Female","hindu","","India"
"Yochana","Female","hindu","","India"
"Yogeshwari","Female","hindu","","India"
"Yogita","Female","hindu","","India"
"Yojana","Female","hindu","","India"
"Yonita","Female","hindu","","India"
"Yoshita","Female","hindu","","India"
"Yousha","Female","hindu","","India"
"Yuktha","Female","hindu","","India"
"Yuti","Female","hindu","","India"
"Yutika","Female","hindu","","India"
"Yuvati","Female","hindu","","India"
"Yuvraani","Female","hindu","","India"
"Badriprasad","Male","hindu","","India"
"Bahubali","Male","hindu","","India"
"Bahuleya","Male","hindu","","India"
"Bajrang","Male","hindu","","India"
"Bakool","Male","hindu","","India"
"Balaaditya","Male","hindu","","India"
"Balachandra","Male","hindu","","India"
"Balagopal","Male","hindu","","India"
"Balagovind","Male","hindu","","India"
"Balaji","Male","hindu","","India"
"Balakrishna","Male","hindu","","India"
"Balamani","Male","hindu","","India"
"Balamohan","Male","hindu","","India"
"Balaraj","Male","hindu","","India"
"Balaram","Male","hindu","","India"
"Balashankar","Male","hindu","","India"
"Balavan","Male","hindu","","India"
"Balbhadra","Male","hindu","","India"
"Balbir","Male","hindu","","India"
"Baldev","Male","hindu","","India"
"Balendu","Male","hindu","","India"
"Balraj","Male","hindu","","India"
"Balram","Male","hindu","","India"
"Balvant","Male","hindu","","India"
"Balveer","Male","hindu","","India"
"Sonal","Female","hindu","","India"
"Sonali","Female","hindu","","India"
"Sonaltasha","Female","hindu","","India"
"Soneera","Female","hindu","","India"
"Sonia","Female","hindu","","India"
"Sonika","Female","hindu","","India"
"Soonera","Female","hindu","","India"
"Soorat","Female","hindu","","India"
"Sosamma","Female","hindu","","India"
"Sougandika","Female","hindu","","India"
"Soujanya","Female","hindu","","India"
"Soukhya","Female","hindu","","India"
"Sourabhi","Female","hindu","","India"
"Sowjanya","Female","hindu","","India"
"Sowmya","Female","hindu","","India"
"Spoorthy","Female","hindu","","India"
"Sravanti","Female","hindu","","India"
"Sreeja","Female","hindu","","India"
"Sreejata","Female","hindu","","India"
"Sreya","Female","hindu","","India"
"Srichaitra","Female","hindu","","India"
"Sridatri","Female","hindu","","India"
"Sridevi, Sreedevi","Female","hindu","","India"
"Srihitha","Female","hindu","","India"
"Srikanya","Female","hindu","","India"
"Ashray","Male","hindu","","India"
"Ashutosh","Male","hindu","","India"
"Ashvath","Male","hindu","","India"
"Ashwaghosh","Male","hindu","","India"
"Ashwatthama","Male","hindu","","India"
"Ashwin","Male","hindu","","India"
"Asit","Male","hindu","","India"
"Asitvaran","Male","hindu","","India"
"Asiya","Male","hindu","","India"
"Asuman","Male","hindu","","India"
"Atal","Male","hindu","","India"
"Atambhu","Male","hindu","","India"
"Atanu","Male","hindu","","India"
"Ateet","Male","hindu","","India"
"Atharvan","Male","hindu","","India"
"Atiksh","Male","hindu","","India"
"Atmajyoti","Male","hindu","","India"
"Atman","Male","hindu","","India"
"Atmananda","Male","hindu","","India"
"Atraiu","Male","hindu","","India"
"Atul","Male","hindu","","India"
"Atulya","Male","hindu","","India"
"Avadhesh","Male","hindu","","India"
"Avalok","Male","hindu","","India"
"Avanindra","Male","hindu","","India"
"Ulupya","Female","hindu","","India"
"Umika","Female","hindu","","India"
"Unma","Female","hindu","","India"
"Unnati","Female","hindu","","India"
"Unni","Female","hindu","","India"
"Upada","Female","hindu","","India"
"Upadhriti","Female","hindu","","India"
"Upala","Female","hindu","","India"
"Upama","Female","hindu","","India"
"Upasana","Female","hindu","","India"
"Ura","Female","hindu","","India"
"Urishilla","Female","hindu","","India"
"Urishita","Female","hindu","","India"
"Urja","Female","hindu","","India"
"Urjita","Female","hindu","","India"
"Urmi","Female","hindu","","India"
"Urmika","Female","hindu","","India"
"Urmila","Female","hindu","","India"
"Urshita","Female","hindu","","India"
"Urvashi","Female","hindu","","India"
"Urvi","Female","hindu","","India"
"Usha","Female","hindu","","India"
"Ushakiran","Female","hindu","","India"
"Ushalakshi","Female","hindu","","India"
"Ushashi","Female","hindu","","India"
"Aapt","Male","hindu","","India"
"Aaraadhak","Male","hindu","","India"
"Aarth","Male","hindu","","India"
"Aashish","Male","hindu","","India"
"Aashman","Male","hindu","","India"
"Aashutosh","Male","hindu","","India"
"Aastik","Male","hindu","","India"
"Aatish","Male","hindu","","India"
"Aatmaj","Male","hindu","","India"
"Aatreya","Male","hindu","","India"
"Aayu","Male","hindu","","India"
"Aayushmaan","Male","hindu","","India"
"Abeer","Male","hindu","","India"
"Abhay","Male","hindu","","India"
"Abheek","Male","hindu","","India"
"Abhi","Male","hindu","","India"
"Abhijaat","Male","hindu","","India"
"Abhijay","Male","hindu","","India"
"Abhijit","Male","hindu","","India"
"Abhik","Male","hindu","","India"
"Abhilash","Male","hindu","","India"
"Abhimanyu","Male","hindu","","India"
"Abhinandan","Male","hindu","","India"
"Abhinav","Male","hindu","","India"
"Abhinivesh","Male","hindu","","India"
"Vidyutprabha","Female","hindu","","India"
"Vijayalakshmi","Female","hindu","","India"
"Vijayanthi","Female","hindu","","India"
"Vijeta","Female","hindu","","India"
"Vijul","Female","hindu","","India"
"Vikasni","Female","hindu","","India"
"Vilina","Female","hindu","","India"
"Vimla","Female","hindu","","India"
"Vimudha","Female","hindu","","India"
"Vina","Female","hindu","","India"
"Vinamra","Female","hindu","","India"
"Vinanti","Female","hindu","","India"
"Vinata","Female","hindu","","India"
"Vinati","Female","hindu","","India"
"Vinaya","Female","hindu","","India"
"Vindhya","Female","hindu","","India"
"Vineeta","Female","hindu","","India"
"Vinita","Female","hindu","","India"
"Vinodini","Female","hindu","","India"
"Vinutha","Female","hindu","","India"
"Vipanchi","Female","hindu","","India"
"Vipasa","Female","hindu","","India"
"Vipasha","Female","hindu","","India"
"Vipra","Female","hindu","","India"
"Vipula","Female","hindu","","India"
"Arjun","Male","hindu","","India"
"Arka","Male","hindu","","India"
"Arman","Male","hindu","","India"
"Arnav","Male","hindu","","India"
"Arnesh","Male","hindu","","India"
"Arpan","Male","hindu","","India"
"Arshad","Male","hindu","","India"
"Artagnan","Male","hindu","","India"
"Arun","Male","hindu","","India"
"Arunachaleshwara","Male","hindu","","India"
"Arvind","Male","hindu","","India"
"Aryaman","Male","hindu","","India"
"Aryan","Male","hindu","","India"
"Asav","Male","hindu","","India"
"Aseelah","Male","hindu","","India"
"Aseem","Male","hindu","","India"
"Ashank","Male","hindu","","India"
"Ashcharya","Male","hindu","","India"
"Asheem","Male","hindu","","India"
"Ashesh","Male","hindu","","India"
"Ashirvad","Male","hindu","","India"
"Ashish","Male","hindu","","India"
"Ashit","Male","hindu","","India"
"Ashlesh","Male","hindu","","India"
"Ashok","Male","hindu","","India"
"Varuna","Female","hindu","","India"
"Varunavi","Female","hindu","","India"
"Varuni","Female","hindu","","India"
"Varunika","Female","hindu","","India"
"Varya","Female","hindu","","India"
"Vasana","Female","hindu","","India"
"Vasanta","Female","hindu","","India"
"Vasantaprabha","Female","hindu","","India"
"Vasanti","Female","hindu","","India"
"Vasantika","Female","hindu","","India"
"Vasatika","Female","hindu","","India"
"Vasavi","Female","hindu","","India"
"Vashnie","Female","hindu","","India"
"Vasuda","Female","hindu","","India"
"Vasudeva","Female","hindu","","India"
"Vasudhara","Female","hindu","","India"
"Vasudharini","Female","hindu","","India"
"Vasuki","Female","hindu","","India"
"Vasulakshmi","Female","hindu","","India"
"Vasumati","Female","hindu","","India"
"Vati","Female","hindu","","India"
"Veda","Female","hindu","","India"
"Vedanti","Female","hindu","","India"
"Vedha","Female","hindu","","India"
"Vedi","Female","hindu","","India"
"Adil","Male","hindu","","India"
"Adinath","Male","hindu","","India"
"Adipurush","Male","hindu","","India"
"Adit","Male","hindu","","India"
"Advait","Male","hindu","","India"
"Advay","Male","hindu","","India"
"Advaya","Male","hindu","","India"
"Advik","Male","hindu","","India"
"Aganveer","Male","hindu","","India"
"Agastya","Male","hindu","","India"
"Agendra","Male","hindu","","India"
"Agharna","Male","hindu","","India"
"Aghat","Male","hindu","","India"
"Aghosh","Male","hindu","","India"
"Agnimitra","Male","hindu","","India"
"Agniprava","Male","hindu","","India"
"Agnivesh","Male","hindu","","India"
"Agraj","Male","hindu","","India"
"Agrim","Male","hindu","","India"
"Agyeya","Male","hindu","","India"
"Ainesh","Male","hindu","","India"
"Airaawat","Male","hindu","","India"
"Ajaat","Male","hindu","","India"
"Ajaatshatru","Male","hindu","","India"
"Ajanta","Male","hindu","","India"
"Taru","Female","hindu","","India"
"Tarulata","Female","hindu","","India"
"Taruna","Female","hindu","","India"
"Taruni","Female","hindu","","India"
"Tarunika","Female","hindu","","India"
"Tarunima","Female","hindu","","India"
"Tasha","Female","hindu","","India"
"Tatini","Female","hindu","","India"
"Tavishi","Female","hindu","","India"
"Teertha","Female","hindu","","India"
"Teja","Female","hindu","","India"
"Tejal","Female","hindu","","India"
"Tejasvi","Female","hindu","","India"
"Tejaswini","Female","hindu","","India"
"Teji","Female","hindu","","India"
"Tejomayi","Female","hindu","","India"
"Thahiya","Female","hindu","","India"
"Thaneesha","Female","hindu","","India"
"Thankam","Female","hindu","","India"
"Thanmayu","Female","hindu","","India"
"Tharisha","Female","hindu","","India"
"Thumri","Female","hindu","","India"
"Tilaka","Female","hindu","","India"
"Tilika","Female","hindu","","India"
"Tilottama","Female","hindu","","India"
"Turya","Female","hindu","","India"
"Tusharkana","Female","hindu","","India"
"Tushita","Female","hindu","","India"
"Tusti","Female","hindu","","India"
"Tvarita","Female","hindu","","India"
"Tvisha","Female","hindu","","India"
"Ubika","Female","hindu","","India"
"Ucchal","Female","hindu","","India"
"Udantika","Female","hindu","","India"
"Udaya","Female","hindu","","India"
"Udbala","Female","hindu","","India"
"Udgita","Female","hindu","","India"
"Udichi","Female","hindu","","India"
"Udipti","Female","hindu","","India"
"Udita","Female","hindu","","India"
"Uditi","Female","hindu","","India"
"Udvita","Female","hindu","","India"
"Udyati","Female","hindu","","India"
"Ujas","Female","hindu","","India"
"Ujhala","Female","hindu","","India"
"Ujjayini","Female","hindu","","India"
"Ujjwala/Ujvala","Female","hindu","","India"
"Ulka","Female","hindu","","India"
"Ullupi","Female","hindu","","India"
"Ulupi","Female","hindu","","India"
"Virendri","Female","hindu","","India"
"Virika","Female","hindu","","India"
"Virini","Female","hindu","","India"
"Visala","Female","hindu","","India"
"Vishaka","Female","hindu","","India"
"Vishakha","Female","hindu","","India"
"Vishalakshi","Female","hindu","","India"
"Vishali","Female","hindu","","India"
"Vishalya","Female","hindu","","India"
"Vishaya","Female","hindu","","India"
"Vishma","Female","hindu","","India"
"Vishnumaya","Female","hindu","","India"
"Vishnupriya","Female","hindu","","India"
"Vishranti","Female","hindu","","India"
"Vishva","Female","hindu","","India"
"Vishwa","Female","hindu","","India"
"Vishwambhara","Female","hindu","","India"
"Vismaya","Female","hindu","","India"
"Vistarini","Female","hindu","","India"
"Vithika","Female","hindu","","India"
"Viti","Female","hindu","","India"
"Viveka","Female","hindu","","India"
"Vividha","Female","hindu","","India"
"Vrajabala","Female","hindu","","India"
"Vrinda","Female","hindu","","India"
"Mahatejase","Male","hindu","","India"
"Mahatmane","Male","hindu","","India"
"Manojavaya","Male","hindu","","India"
"Marutatmaja","Male","hindu","","India"
"Maruti","Male","hindu","","India"
"Navavyakruti","Male","hindu","","India"
"Panchavaktra","Male","hindu","","India"
"Paramantra","Male","hindu","","India"
"Parashaurya","Male","hindu","","India"
"Paravidhyaparihara","Male","hindu","","India"
"Parayantra","Male","hindu","","India"
"Parthadhwajagrasamvasine","Male","hindu","","India"
"Pavanputra","Male","hindu","","India"
"Pingalaksha","Male","hindu","","India"
"Prabhave","Male","hindu","","India"
"Pragnya","Male","hindu","","India"
"Prasannatmane","Male","hindu","","India"
"Pratapavate","Male","hindu","","India"
"Rakshovidhwansakaraka","Male","hindu","","India"
"Ramabhakta","Male","hindu","","India"
"Ramachudamaniprada","Male","hindu","","India"
"Ramadhuta","Male","hindu","","India"
"Ramakathalolaya","Male","hindu","","India"
"Ramasugreeva","Male","hindu","","India"
"Ratnakundala","Male","hindu","","India"
"Ushi","Female","hindu","","India"
"Ushma","Female","hindu","","India"
"Usra","Female","hindu","","India"
"Usri","Female","hindu","","India"
"Utalika","Female","hindu","","India"
"Utkarsha","Female","hindu","","India"
"Utpala","Female","hindu","","India"
"Utpalakshi","Female","hindu","","India"
"Utpalini","Female","hindu","","India"
"Utpatti","Female","hindu","","India"
"Utsa","Female","hindu","","India"
"Utsavi","Female","hindu","","India"
"Uttara","Female","hindu","","India"
"Vaagdevi","Female","hindu","","India"
"Vaanika","Female","hindu","","India"
"Vachya","Female","hindu","","India"
"Vagishwari","Female","hindu","","India"
"Vaidarbhi","Female","hindu","","India"
"Vaidehi","Female","hindu","","India"
"Vaiga, Vaigai","Female","hindu","","India"
"Vaijayanti","Female","hindu","","India"
"Vaijayantimala","Female","hindu","","India"
"Vainavi","Female","hindu","","India"
"Vaisakhi","Female","hindu","","India"
"Vaishali","Female","hindu","","India"
"Bhadraksh","Male","hindu","","India"
"Bhadrashree","Male","hindu","","India"
"Bhadresh","Male","hindu","","India"
"Bhagat","Male","hindu","","India"
"Bhagesh","Male","hindu","","India"
"Bhagirath","Male","hindu","","India"
"Bhagwant","Male","hindu","","India"
"Bhagyaraj","Male","hindu","","India"
"Bhairav","Male","hindu","","India"
"Bhajan","Male","hindu","","India"
"Bhalendra","Male","hindu","","India"
"Bhanudas","Male","hindu","","India"
"Bhanumitra","Male","hindu","","India"
"Bhanuprakash","Male","hindu","","India"
"Bhanuprasad","Male","hindu","","India"
"Bharadwaj","Male","hindu","","India"
"Bharat","Male","hindu","","India"
"Bhargav","Male","hindu","","India"
"Bhargava","Male","hindu","","India"
"Bhartesh","Male","hindu","","India"
"Bhartihari","Male","hindu","","India"
"Bhaskar","Male","hindu","","India"
"Bhasvan","Male","hindu","","India"
"Bhaswar","Male","hindu","","India"
"Bhaumik","Male","hindu","","India"
"Bhavan","Male","hindu","","India"
"Bhav-Bhooti","Male","hindu","","India"
"Bhavesh","Male","hindu","","India"
"Bhavin","Male","hindu","","India"
"Bhawanidas","Male","hindu","","India"
"Bheemsen","Male","hindu","","India"
"Bheesham","Male","hindu","","India"
"Bheru","Male","hindu","","India"
"Bhim","Male","hindu","","India"
"Bhishma","Male","hindu","","India"
"Bhoj","Male","hindu","","India"
"Bholanath","Male","hindu","","India"
"Bhoopat","Male","hindu","","India"
"Bhoopendra","Male","hindu","","India"
"Bhooshan","Male","hindu","","India"
"Bhooshit","Male","hindu","","India"
"Bhoumik","Male","hindu","","India"
"Bhramar","Male","hindu","","India"
"Bhrigu","Male","hindu","","India"
"Bhudev","Male","hindu","","India"
"Bhuman","Male","hindu","","India"
"Bhupad","Male","hindu","","India"
"Bhupal","Male","hindu","","India"
"Bhupen","Male","hindu","","India"
"Bhupendra","Male","hindu","","India"
"Avashesh","Male","hindu","","India"
"Avasyu","Male","hindu","","India"
"Avatar","Male","hindu","","India"
"Avi","Male","hindu","","India"
"Avichal","Male","hindu","","India"
"Avijit","Male","hindu","","India"
"Avikam","Male","hindu","","India"
"Avilash","Male","hindu","","India"
"Avinash","Male","hindu","","India"
"Avirat","Male","hindu","","India"
"Avkash","Male","hindu","","India"
"Avtar","Male","hindu","","India"
"Avyukt, Avyukta","Male","hindu","","India"
"Ayog","Male","hindu","","India"
"Ayush","Male","hindu","","India"
"Baadal","Male","hindu","","India"
"Baalaark","Male","hindu","","India"
"Baalkrishan","Male","hindu","","India"
"Baanbhatt","Male","hindu","","India"
"Baanke Bihaari","Male","hindu","","India"
"Baasima","Male","hindu","","India"
"Babala","Male","hindu","","India"
"Babul","Male","hindu","","India"
"Badri","Male","hindu","","India"
"Badrinath","Male","hindu","","India"
"Balvindra","Male","hindu","","India"
"Banaj","Male","hindu","","India"
"Bandhu","Male","hindu","","India"
"Bandhul","Male","hindu","","India"
"Bandhula","Male","hindu","","India"
"Baneet","Male","hindu","","India"
"Banke","Male","hindu","","India"
"Bankebihari","Male","hindu","","India"
"Bankim","Male","hindu","","India"
"Bankimchandra","Male","hindu","","India"
"Banshi","Male","hindu","","India"
"Banshidhar","Male","hindu","","India"
"Bansi","Male","hindu","","India"
"Bansilal","Male","hindu","","India"
"Banwari","Male","hindu","","India"
"Barid","Male","hindu","","India"
"Barindra","Male","hindu","","India"
"Barsaat","Male","hindu","","India"
"Barun","Male","hindu","","India"
"Basant","Male","hindu","","India"
"Basdev","Male","hindu","","India"
"Batuk","Male","hindu","","India"
"Bavyesh","Male","hindu","","India"
"Bhadrak","Male","hindu","","India"
"Bhadrakapil","Male","hindu","","India"
"Guru","Male","hindu","","India"
"Guruda","Male","hindu","","India"
"Hamsa","Male","hindu","","India"
"Hamsagati","Male","hindu","","India"
"Hara","Male","hindu","","India"
"Hari","Male","hindu","","India"
"Harina","Male","hindu","","India"
"Hartr","Male","hindu","","India"
"Havyavahana","Male","hindu","","India"
"Hiranyagarbha Druhina","Male","hindu","","India"
"Hiranyakavaca","Male","hindu","","India"
"Hiranyaretas","Male","hindu","","India"
"Hiranyavarna","Male","hindu","","India"
"Isa","Male","hindu","","India"
"Ista","Male","hindu","","India"
"Istanemi Mukund","Male","hindu","","India"
"Jagadadija","Male","hindu","","India"
"Jagaddhitaisin","Male","hindu","","India"
"Jagadguru","Male","hindu","","India"
"Jagadisa","Male","hindu","","India"
"Jagannatha","Male","hindu","","India"
"Jalanidhi","Male","hindu","","India"
"Jamadagni","Male","hindu","","India"
"Janajanmadi","Male","hindu","","India"
"Janaka","Male","hindu","","India"
"Lokalavanyakartr","Male","hindu","","India"
"Lokamani","Male","hindu","","India"
"Lokanatha","Male","hindu","","India"
"Lokankara","Male","hindu","","India"
"Lokapala","Male","hindu","","India"
"Lokasalyadhrk","Male","hindu","","India"
"Lokasaranga","Male","hindu","","India"
"Lokavarnottama","Male","hindu","","India"
"Lokaviragrani","Male","hindu","","India"
"Lokottarasphuta","Male","hindu","","India"
"Lokottarasukhalaya","Male","hindu","","India"
"Madhura","Male","hindu","","India"
"Madhyastha","Male","hindu","","India"
"Maghavat","Male","hindu","","India"
"Mahabala","Male","hindu","","India"
