"Name","Gender","Religion","Cast","Country"
"Sumangali","Female","hindu","","India"
"Summeru Madhya Sringastha","Female","hindu","","India"
"Sumukhi","Female","hindu","","India"
"Suprathishta","Female","hindu","","India"
"Suptha","Female","hindu","","India"
"Sura Nayika","Female","hindu","","India"
"Suvasini","Female","hindu","","India"
"Suvasinyarchana Preetha","Female","hindu","","India"
"Suveshadya","Female","hindu","","India"
"Swabhava Madura","Female","hindu","","India"
"Swadha","Female","hindu","","India"
"Swadheena Vallabha","Female","hindu","","India"
"Swadhishtanambujagatha","Female","hindu","","India"
"Apyayah","Male","hindu","","India"
"Araudrah","Male","hindu","","India"
"Aravindaakshah","Male","hindu","","India"
"Archishmaan","Male","hindu","","India"
"Architah","Male","hindu","","India"
"Arhah","Male","hindu","","India"
"Arkah","Male","hindu","","India"
"Arthah","Male","hindu","","India"
"Asankhyeyah","Male","hindu","","India"
"Asat","Male","hindu","","India"
"Ashokah","Male","hindu","","India"
"Ashvattas","Male","hindu","","India"
"Ateendrah","Male","hindu","","India"
"Ateendriyo","Male","hindu","","India"
"Athaaparaajitah","Male","hindu","","India"
"Atulah","Male","hindu","","India"
"Aushadham","Male","hindu","","India"
"Avijnaataa","Male","hindu","","India"
"Avyaktah","Male","hindu","","India"
"Avyangah","Male","hindu","","India"
"Avyayah","Male","hindu","","India"
"Ayamah","Male","hindu","","India"
"Babhrur","Male","hindu","","India"
"Bahu-Shiraah","Male","hindu","","India"
"Beejamavyayam","Male","hindu","","India"
"Virasana Vidhi","Male","hindu","","India"
"Viresvara","Male","hindu","","India"
"Virocana","Male","hindu","","India"
"Virupa","Male","hindu","","India"
"Virupaksa","Male","hindu","","India"
"Viryakovida","Male","hindu","","India"
"Viryavat","Male","hindu","","India"
"Visakha","Male","hindu","","India"
"Visalaksa","Male","hindu","","India"
"Visam Pati","Male","hindu","","India"
"Visista","Male","hindu","","India"
"Visnuvibhusana","Male","hindu","","India"
"Visoka","Male","hindu","","India"
"Visrnkhala","Male","hindu","","India"
"Vistarasravas","Male","hindu","","India"
"Visva","Male","hindu","","India"
"Visvabhartr","Male","hindu","","India"
"Visvabhojana","Male","hindu","","India"
"Visvadeha","Male","hindu","","India"
"Visvadipti","Male","hindu","","India"
"Visvagalaya, Visvaga","Male","hindu","","India"
"Visvagarbha","Male","hindu","","India"
"Visvagoptr","Male","hindu","","India"
"Visvakarmavisarada","Male","hindu","","India"
"Visvakartr","Male","hindu","","India"
"Bhootaadih","Male","hindu","","India"
"Bhootaatmaa","Male","hindu","","India"
"Bhootaavaaso","Male","hindu","","India"
"Bhoota-Bhaavanah","Male","hindu","","India"
"Bhoota-Bhavya-Bhavan-Naathah","Male","hindu","","India"
"Bhoota-Bhavya-Bhavat-Prabhuh","Male","hindu","","India"
"Bhoota-Bhrit","Male","hindu","","India"
"Bhoota-Krit","Male","hindu","","India"
"Bhoota-Maheshvarah","Male","hindu","","India"
"Bhootih","Male","hindu","","India"
"Bhraajishnur","Male","hindu","","India"
"Bhujagottamah","Male","hindu","","India"
"Braahmanah","Male","hindu","","India"
"Braahmana-Priyah","Male","hindu","","India"
"Brahma","Male","hindu","","India"
"Brahmaa","Male","hindu","","India"
"Brahmajno","Male","hindu","","India"
"Brahmakrit","Male","hindu","","India"
"Brahmanyah","Male","hindu","","India"
"Brahmavid","Male","hindu","","India"
"Brahma-Vivardhanah","Male","hindu","","India"
"Brahmee","Male","hindu","","India"
"Brihad-Roopah","Male","hindu","","India"
"Brihat","Male","hindu","","India"
"Brihat-Bhaanuh","Male","hindu","","India"
"Asamkhyeya","Male","hindu","","India"
"Asamsprsta","Male","hindu","","India"
"Asrama","Male","hindu","","India"
"Asritavatsala","Male","hindu","","India"
"Astamurti","Male","hindu","","India"
"Asuravyadha","Male","hindu","","India"
"Atindriya","Male","hindu","","India"
"Atithi","Male","hindu","","India"
"Atmabhu","Male","hindu","","India"
"Atmani Samsthita","Male","hindu","","India"
"Atmasambhava","Male","hindu","","India"
"Atmayoni","Male","hindu","","India"
"Atreya","Male","hindu","","India"
"Atri Jnanamurti","Male","hindu","","India"
"Avanmanasagocara","Male","hindu","","India"
"Avyaktalaksan","Male","hindu","","India"
"Avyaya Prabhu","Male","hindu","","India"
"Badhira","Male","hindu","","India"
"Bahuruci","Male","hindu","","India"
"Bahurupa","Male","hindu","","India"
"Bahusruti","Male","hindu","","India"
"Bahvaksa","Male","hindu","","India"
"Balakhilya","Male","hindu","","India"
"Balin","Male","hindu","","India"
"Banadhyaksa","Male","hindu","","India"
"Sinchana Mani Manjira Manditha Sri Pamambuja","Female","hindu","","India"
"Sindhura Thila Kanchidha","Female","hindu","","India"
"Siva Gnana Pradhayini","Female","hindu","","India"
"Smrithi","Female","hindu","","India"
"Sniggdowdhana Priya","Female","hindu","","India"
"Soumya","Female","hindu","","India"
"Sreekari","Female","hindu","","India"
"Sri Chakra Raja Nilaya","Female","hindu","","India"
"Sri Kandartha Sareerini","Female","hindu","","India"
"Sri Maharajni","Female","hindu","","India"
"Sri Math Simasaneshwari","Female","hindu","","India"
"Sri Math Thripura Sundari","Female","hindu","","India"
"Sri Shivaa","Female","hindu","","India"
"Sri Shodasakshari Vidhya","Female","hindu","","India"
"Sri Vagbhave Koodaiga Swaroopa Mukha Pankaja","Female","hindu","","India"
"Sriman Nagara Nayika","Female","hindu","","India"
"Srimatha","Female","hindu","","India"
"Srishti Karthri","Female","hindu","","India"
"Srividhya","Female","hindu","","India"
"Srungara Rasa Sampoorna","Female","hindu","","India"
"Sruthi","Female","hindu","","India"
"Sruthi Seemantha Kula Sindhoori Kritha Padabjha Dhooliga","Female","hindu","","India"
"Srvabharana Bhooshita","Female","hindu","","India"
"Sthana Bhara Dalan Madhya Patta Bhandha Valithraya","Female","hindu","","India"
"Sthithi Samsthitha","Female","hindu","","India"
"Nirupadhi","Female","hindu","","India"
"Nirupama","Female","hindu","","India"
"Niruppallava","Female","hindu","","India"
"Nirvanasukha Dayini","Female","hindu","","India"
"Nirvikalpa","Female","hindu","","India"
"Nirvikara","Female","hindu","","India"
"Nischintha","Female","hindu","","India"
"Nishkala","Female","hindu","","India"
"Nishkalanka","Female","hindu","","India"
"Nishkama","Female","hindu","","India"
"Nishkarana","Female","hindu","","India"
"Nishkriya","Female","hindu","","India"
"Nishkrodha","Female","hindu","","India"
"Nishpapa","Female","hindu","","India"
"Nishparigraha","Female","hindu","","India"
"Nishprapancha","Female","hindu","","India"
"Nissamsaya","Female","hindu","","India"
"Nissema Mahima","Female","hindu","","India"
"Nisthula","Female","hindu","","India"
"Nistrai Gunya","Female","hindu","","India"
"Nithya","Female","hindu","","India"
"Nithya Bhuddha","Female","hindu","","India"
"Nithya Klinna","Female","hindu","","India"
"Nithya Muktha","Female","hindu","","India"
"Nithya Parakamatopa Nireekshana Samutsuka","Female","hindu","","India"
"Papa Nashini","Female","hindu","","India"
"Paparanya Dhavanala","Female","hindu","","India"
"Para Devatha","Female","hindu","","India"
"Para Manthra Vibhedini","Female","hindu","","India"
"Para Nishta","Female","hindu","","India"
"Para Shakthi","Female","hindu","","India"
"Paraa","Female","hindu","","India"
"Parakasa","Female","hindu","","India"
"Param Dhama","Female","hindu","","India"
"Parama","Female","hindu","","India"
"Paramananda","Female","hindu","","India"
"Paramanu","Female","hindu","","India"
"Parameshwari","Female","hindu","","India"
"Paramjyothi","Female","hindu","","India"
"Paramodha","Female","hindu","","India"
"Paramodhara","Female","hindu","","India"
"Parapara","Female","hindu","","India"
"Parath Para","Female","hindu","","India"
"Parvathi","Female","hindu","","India"
"Pasa Hanthri","Female","hindu","","India"
"Pasa Hastha","Female","hindu","","India"
"Pasu Loka Bhayamkari","Female","hindu","","India"
"Pasu Pasa Vimochani","Female","hindu","","India"
"Pasyanthi","Female","hindu","","India"
"Patali Kusuma Priya","Female","hindu","","India"
"Vedya","Male","hindu","","India"
"Vettr","Male","hindu","","India"
"Vibhava","Male","hindu","","India"
"Vibhu","Male","hindu","","India"
"Vibudhagracara","Male","hindu","","India"
"Vicaksana","Male","hindu","","India"
"Vidhatr","Male","hindu","","India"
"Vidheyatman","Male","hindu","","India"
"Vidrumacchavi","Male","hindu","","India"
"Vidyarasi","Male","hindu","","India"
"Vidyesa","Male","hindu","","India"
"Vigatajvara","Male","hindu","","India"
"Vighnanasana","Male","hindu","","India"
"Vijitatman","Male","hindu","","India"
"Vijneya","Male","hindu","","India"
"Vikartr","Male","hindu","","India"
"Vikrta","Male","hindu","","India"
"Vimala Atreya","Male","hindu","","India"
"Vimalodaya","Male","hindu","","India"
"Vimocana","Male","hindu","","India"
"Vinitatman","Male","hindu","","India"
"Vira","Male","hindu","","India"
"Virabhadra","Male","hindu","","India"
"Viracudamani","Male","hindu","","India"
"Virama","Male","hindu","","India"
"Bhaanuh","Male","hindu","","India"
"Bhaarabhrit","Male","hindu","","India"
"Bhaaskara-Dyutih","Male","hindu","","India"
"Bhaavanah","Male","hindu","","India"
"Bhaavo","Male","hindu","","India"
"Bhagahaa","Male","hindu","","India"
"Bhagavaan","Male","hindu","","India"
"Bhaktavatsalah","Male","hindu","","India"
"Bhartaa","Male","hindu","","India"
"Bhayakrit","Male","hindu","","India"
"Bhayanaashanah","Male","hindu","","India"
"Bhayapahah","Male","hindu","","India"
"Bheemah","Male","hindu","","India"
"Bheema-Paraakramah","Male","hindu","","India"
"Bheshajam","Male","hindu","","India"
"Bhishak","Male","hindu","","India"
"Bhojanam","Male","hindu","","India"
"Bhoktaa","Male","hindu","","India"
"Bhoktaaa","Male","hindu","","India"
"Bhoogarbhah","Male","hindu","","India"
"Bhoor-Bhuvah Svas-Taruh","Male","hindu","","India"
"Bhoor-Bhuvo","Male","hindu","","India"
"Bhooridakshinah","Male","hindu","","India"
"Bhooshanah","Male","hindu","","India"
"Bhooshayah","Male","hindu","","India"
"Anantashreeh","Male","hindu","","India"
"Anarthah","Male","hindu","","India"
"Anayah","Male","hindu","","India"
"Aneeshah","Male","hindu","","India"
"Anekamoortih","Male","hindu","","India"
"Anilah","Male","hindu","","India"
"Animishah","Male","hindu","","India"
"Anirdeshya-Vapuh","Male","hindu","","India"
"Aniruddhah","Male","hindu","","India"
"Anirvinnah","Male","hindu","","India"
"Anivartee","Male","hindu","","India"
"Aniyantaa","Male","hindu","","India"
"Annaadah","Male","hindu","","India"
"Annam","Male","hindu","","India"
"Anniruddhah","Male","hindu","","India"
"Antakah","Male","hindu","","India"
"Anuh","Male","hindu","","India"
"Anukoolah","Male","hindu","","India"
"Anuttamah","Male","hindu","","India"
"Apaam-Nidhih","Male","hindu","","India"
"Aparaajitah","Male","hindu","","India"
"Apramattah","Male","hindu","","India"
"Aprameyaatmaa","Male","hindu","","India"
"Aprameyah","Male","hindu","","India"
"Apratirathah","Male","hindu","","India"
"Sarmadha","Female","hindu","","India"
"Sarmadhayini","Female","hindu","","India"
"Sarva Apadvi Nivarini","Female","hindu","","India"
"Sarva Loka Vasam Kari","Female","hindu","","India"
"Sarva Lokesi","Female","hindu","","India"
"Sarva Mangala","Female","hindu","","India"
"Sarva Manthra Swaroopini","Female","hindu","","India"
"Sarva Mayi","Female","hindu","","India"
"Sarva Mohini","Female","hindu","","India"
"Sarva Mrutyu Nivarini","Female","hindu","","India"
"Sarva Shakthi Mayi","Female","hindu","","India"
"Sarva Thanthra Roopa","Female","hindu","","India"
"Sarva Varnopi Shobitha","Female","hindu","","India"
"Sarva Vedhantha Samvedya","Female","hindu","","India"
"Sarva Vyadhi Prasamani","Female","hindu","","India"
"Sarva Yanthrathmika","Female","hindu","","India"
"Sarvaadhara","Female","hindu","","India"
"Sarvaga","Female","hindu","","India"
"Sarvan Ullangya Sasana","Female","hindu","","India"
"Sarvangna","Female","hindu","","India"
"Sarvani","Female","hindu","","India"
"Sarvantharyamini","Female","hindu","","India"
"Sarvartha Dhatri","Female","hindu","","India"
"Sarvaruna","Female","hindu","","India"
"Sarvatheetha","Female","hindu","","India"
"Kapih","Male","hindu","","India"
"Kapilah","Male","hindu","","India"
"Karanam","Male","hindu","","India"
"Kartaa","Male","hindu","","India"
"Kathitah","Male","hindu","","India"
"Kavih","Male","hindu","","India"
"Keshavah","Male","hindu","","India"
"Keshihaa","Male","hindu","","India"
"Khanda-Parashur","Male","hindu","","India"
"Kim","Male","hindu","","India"
"Kramah","Male","hindu","","India"
"Kratuh","Male","hindu","","India"
"Krishah","Male","hindu","","India"
"Krishnah","Male","hindu","","India"
"Krishno","Male","hindu","","India"
"Kritaagamah","Male","hindu","","India"
"Krita-Akritah","Male","hindu","","India"
"Kritaantakrit","Male","hindu","","India"
"Kritajnah","Male","hindu","","India"
"Kritakarmaa","Male","hindu","","India"
"Kritalakshanah","Male","hindu","","India"
"Kritih","Male","hindu","","India"
"Krodhahaa","Male","hindu","","India"
"Krodhakrit-Kartaa","Male","hindu","","India"
"Kshaamah","Male","hindu","","India"
"Shadgunya Paripooritha","Female","hindu","","India"
"Shantyathheetha Kalathmika","Female","hindu","","India"
"Shira Sthitha","Female","hindu","","India"
"Shishta Poojitha","Female","hindu","","India"
"Shishteshta","Female","hindu","","India"
"Shiva","Female","hindu","","India"
"Shiva Moorthi","Female","hindu","","India"
"Shiva Priya","Female","hindu","","India"
"Shiva Shakthaikya Roopini","Female","hindu","","India"
"Shivadhoothi","Female","hindu","","India"
"Shivakameswarangastha","Female","hindu","","India"
"Shivangari","Female","hindu","","India"
"Shivapara","Female","hindu","","India"
"Shivaradhya","Female","hindu","","India"
"Shobhana","Female","hindu","","India"
"Shobhana Sulabha Gathi","Female","hindu","","India"
"Shubhakaree","Female","hindu","","India"
"Shuddha","Female","hindu","","India"
"Shuddha Manasa","Female","hindu","","India"
"Shuddha Vidyangurakara Dwija Pangthi Dwayojjala","Female","hindu","","India"
"Shukla Samsthitha","Female","hindu","","India"
"Shukla Varna","Female","hindu","","India"
"Sidha Matha","Female","hindu","","India"
"Sidha Vidya","Female","hindu","","India"
"Sidheswari","Female","hindu","","India"
"Jeevanah","Male","hindu","","India"
"Jetaa","Male","hindu","","India"
"Jitaamitrah","Male","hindu","","India"
"Jita-Krodhah","Male","hindu","","India"
"Jitamanyuh","Male","hindu","","India"
"Jnaanagamyah","Male","hindu","","India"
"Jnaanamuttamam","Male","hindu","","India"
"Jyeshthah","Male","hindu","","India"
"Jyotih","Male","hindu","","India"
"Jyotiraadityah","Male","hindu","","India"
"Jyotir-Ganeshvarah","Male","hindu","","India"
"Kaalah","Male","hindu","","India"
"Kaalanemi-Nihaa","Male","hindu","","India"
"Kaamadevah","Male","hindu","","India"
"Kaamah","Male","hindu","","India"
"Kaamahaa","Male","hindu","","India"
"Kaamakrit","Male","hindu","","India"
"Kaamapaalah","Male","hindu","","India"
"Kaamapradah","Male","hindu","","India"
"Kaamee","Male","hindu","","India"
"Kaantah","Male","hindu","","India"
"Kaaranam","Male","hindu","","India"
"Kah","Male","hindu","","India"
"Kanakaangadee","Male","hindu","","India"
"Kapeendrah","Male","hindu","","India"
"Manthrini Nyashtha Rajyadhoo","Female","hindu","","India"
"Manthrinyamba Virachitha Vishangavatha Doshitha","Female","hindu","","India"
"Manu Vidya","Female","hindu","","India"
"Marali Mandha Gamana","Female","hindu","","India"
"Marthanda Bhairavaradhya","Female","hindu","","India"
"Matha","Female","hindu","","India"
"Mathi","Female","hindu","","India"
"Mathruka Varna Roopini","Female","hindu","","India"
"Maya","Female","hindu","","India"
"Medha","Female","hindu","","India"
"Medho Nishta","Female","hindu","","India"
"Meru Nilaya","Female","hindu","","India"
"Mithra Roopini","Female","hindu","","India"
"Mithya Jagat Athishtana","Female","hindu","","India"
"Mohanasini","Female","hindu","","India"
"Mohini","Female","hindu","","India"
"Moladharaika Nilaya","Female","hindu","","India"
"Moola Kooda Thraya Kalebhara","Female","hindu","","India"
"Moola Manthrathmikha","Female","hindu","","India"
"Moola Prakrithi","Female","hindu","","India"
"Moola Vigraha Roopini","Female","hindu","","India"
"Mooladrambujarooda","Female","hindu","","India"
"Moortha","Female","hindu","","India"
"Mrgakshi","Female","hindu","","India"
"Mrida Priya","Female","hindu","","India"
"Sama Gana Priya","Female","hindu","","India"
"Samanadhika Varjitha","Female","hindu","","India"
"Samarasya Parayana","Female","hindu","","India"
"Samastha Bhaktha Sukhadha","Female","hindu","","India"
"Samathmika","Female","hindu","","India"
"Samayachara That Para","Female","hindu","","India"
"Samayanthastha","Female","hindu","","India"
"Sambhavya","Female","hindu","","India"
"Sambhu Mohini","Female","hindu","","India"
"Samharini","Female","hindu","","India"
"Samhrutha Sesha Pashanda","Female","hindu","","India"
"Sampathkari Samarooda Sindhoora Vrija Sevitha","Female","hindu","","India"
"Sampradhayeshwari","Female","hindu","","India"
"Samrajya Dhayini","Female","hindu","","India"
"Samsara Panga Nirmagna Samuddharana Panditha","Female","hindu","","India"
"Samsayagni","Female","hindu","","India"
"Sanakadhi Samaradhya","Female","hindu","","India"
"Sandhya","Female","hindu","","India"
"Sankari","Female","hindu","","India"
"Santha","Female","hindu","","India"
"Santhi","Female","hindu","","India"
"Santhimathi","Female","hindu","","India"
"Saradharadya","Female","hindu","","India"
"Saraswathi","Female","hindu","","India"
"Sarat Chandra Nibhanana","Female","hindu","","India"
"Tridasadhipa","Male","hindu","","India"
"Trilocana","Male","hindu","","India"
"Trilokapa","Male","hindu","","India"
"Trilokesa","Male","hindu","","India"
"Trithanaman","Male","hindu","","India"
"Trivarga","Male","hindu","","India"
"Tryaksa","Male","hindu","","India"
"Tryambaka","Male","hindu","","India"
"Tusta","Male","hindu","","India"
"Udharakirti","Male","hindu","","India"
"Udyogin","Male","hindu","","India"
"Unmattavesa","Male","hindu","","India"
"Unnadhra","Male","hindu","","India"
"Unnatakirti","Male","hindu","","India"
"Upaplava","Male","hindu","","India"
"Urga","Male","hindu","","India"
"Usna","Male","hindu","","India"
"Uttama","Male","hindu","","India"
"Uttarana","Male","hindu","","India"
"Vacaspati","Male","hindu","","India"
"Vagisa","Male","hindu","","India"
"Vaidya","Male","hindu","","India"
"Vairancya","Male","hindu","","India"
"Vaivasvata Yama","Male","hindu","","India"
"Vaiyaghra Dhurya","Male","hindu","","India"
"Kshamah","Male","hindu","","India"
"Kshaminaam-Varah","Male","hindu","","India"
"Ksharam","Male","hindu","","India"
"Kshemakrit","Male","hindu","","India"
"Kshetrajnah","Male","hindu","","India"
"Kshiteeshah","Male","hindu","","India"
"Kshobhanah","Male","hindu","","India"
"Kumbhah","Male","hindu","","India"
"Kumudah","Male","hindu","","India"
"Kundah","Male","hindu","","India"
"Kundalee","Male","hindu","","India"
"Kundarah","Male","hindu","","India"
"Kuvaleshayah","Male","hindu","","India"
"Lakshmeeh","Male","hindu","","India"
"Lakshmeevaan","Male","hindu","","India"
"Lohitaakshah","Male","hindu","","India"
"Lokaadhishthaanam","Male","hindu","","India"
"Lokaadhyakshah","Male","hindu","","India"
"Lokabandhur","Male","hindu","","India"
"Lokanaathah","Male","hindu","","India"
"Lokasaarangah","Male","hindu","","India"
"Lokasvaamee","Male","hindu","","India"
"Loka-Trayaashrayah","Male","hindu","","India"
"Maadhavah","Male","hindu","","India"
"Maadhavo","Male","hindu","","India"
"Nava Vidhruma Bimbha Sri Nyakkari Rathna Chhadha","Female","hindu","","India"
"Neela Chikura","Female","hindu","","India"
"Neeraga","Female","hindu","","India"
"Nija Sallabha Madhurya Vinirbhardista Kacchabhi","Female","hindu","","India"
"Nijangna Roopa Nigama","Female","hindu","","India"
"Nijaruna Prabha Poora Majjath Brahmanda Mandala","Female","hindu","","India"
"Nikhileswari","Female","hindu","","India"
"Nir Lobha","Female","hindu","","India"
"Nirabhadha","Female","hindu","","India"
"Niradhara","Female","hindu","","India"
"Nirakara","Female","hindu","","India"
"Niralamba","Female","hindu","","India"
"Niranthara","Female","hindu","","India"
"Nirapaya","Female","hindu","","India"
"Nirasraya","Female","hindu","","India"
"Nirathyaya","Female","hindu","","India"
"Niravadhya","Female","hindu","","India"
"Nirbhava","Female","hindu","","India"
"Nirbhedha","Female","hindu","","India"
"Nirdwaitha","Female","hindu","","India"
"Nireeswara","Female","hindu","","India"
"Nirguna","Female","hindu","","India"
"Nirmadha","Female","hindu","","India"
"Nirmala","Female","hindu","","India"
"Nirnasa","Female","hindu","","India"
"Vyaktaavyakta Deva","Male","hindu","","India"
"Vyalakalpa","Male","hindu","","India"
"Vyalin","Male","hindu","","India"
"Vyanganasana","Male","hindu","","India"
"Vyaptamurti","Male","hindu","","India"
"Vyapti","Male","hindu","","India"
"Vyavasaya","Male","hindu","","India"
"Vyavasthana","Male","hindu","","India"
"Vyudhoraska","Male","hindu","","India"
"Yagmin","Male","hindu","","India"
"Yajna","Male","hindu","","India"
"Yama","Male","hindu","","India"
"Yatisangatman","Male","hindu","","India"
"Yogin","Male","hindu","","India"
"Yogya","Male","hindu","","India"
"Yudadhyaksa","Male","hindu","","India"
"Yugadikrt","Male","hindu","","India"
"Yugapaha","Male","hindu","","India"
"Yugavarta","Male","hindu","","India"
"Yukti","Male","hindu","","India"
"Aadhaaranilayah","Male","hindu","","India"
"Aadidevah","Male","hindu","","India"
"Aadityah","Male","hindu","","India"
"Aanandah","Male","hindu","","India"
"Aanandee","Male","hindu","","India"
"Mahaamortir","Male","hindu","","India"
"Mahaan","Male","hindu","","India"
"Mahaanidhih","Male","hindu","","India"
"Mahaarhah","Male","hindu","","India"
"Mahaa-Shaktih","Male","hindu","","India"
"Mahaashanah","Male","hindu","","India"
"Mahaashringah","Male","hindu","","India"
"Mahaasvanah","Male","hindu","","India"
"Mahaatapaah","Male","hindu","","India"
"Mahaatejaah","Male","hindu","","India"
"Mahaavaraaho","Male","hindu","","India"
"Mahaa-Veeryah","Male","hindu","","India"
"Mahaayajnah","Male","hindu","","India"
"Mahaayajvaa","Male","hindu","","India"
"Maharddhi","Male","hindu","","India"
"Maharshih Kapilaachaaryah","Male","hindu","","India"
"Maheebhartaa","Male","hindu","","India"
"Maheedharah","Male","hindu","","India"
"Mahejyah","Male","hindu","","India"
"Mahendrah","Male","hindu","","India"
"Maheshvaasah","Male","hindu","","India"
"Mahodadhishayah","Male","hindu","","India"
"Mahoragah","Male","hindu","","India"
"Mahotsaaho","Male","hindu","","India"
"Mangalam Param","Male","hindu","","India"
"Visvambharesvara","Male","hindu","","India"
"Visvamitra","Male","hindu","","India"
"Visvamurti","Male","hindu","","India"
"Visvarupa","Male","hindu","","India"
"Visvasaha","Male","hindu","","India"
"Visvasrk","Male","hindu","","India"
"Visvatah Sampravrtta","Male","hindu","","India"
"Visvavahana","Male","hindu","","India"
"Visvavasa","Male","hindu","","India"
"Visvesa","Male","hindu","","India"
"Visvotpatti","Male","hindu","","India"
"Visvottama","Male","hindu","","India"
"Vitabhaya","Male","hindu","","India"
"Vitaraga","Male","hindu","","India"
"Vivasvat","Male","hindu","","India"
"Viyogatman","Male","hindu","","India"
"Vrndaravandita","Male","hindu","","India"
"Vrsada","Male","hindu","","India"
"Vrsakapi","Male","hindu","","India"
"Vrsanka","Male","hindu","","India"
"Vrsavahana","Male","hindu","","India"
"Vrsavardhana","Male","hindu","","India"
"Vyaghracarmambara","Male","hindu","","India"
"Vyaghrakomala","Male","hindu","","India"
"Vyajamardana","Male","hindu","","India"
"Maanadah","Male","hindu","","India"
"Maanyah","Male","hindu","","India"
"Maargah","Male","hindu","","India"
"Madhuh","Male","hindu","","India"
"Madhusoodanah","Male","hindu","","India"
"Mahaabalah","Male","hindu","","India"
"Mahaabhaago","Male","hindu","","India"
"Mahaabhogah","Male","hindu","","India"
"Mahaabhootah","Male","hindu","","India"
"Mahaabuddhir","Male","hindu","","India"
"Mahaadevah","Male","hindu","","India"
"Mahaadhanah","Male","hindu","","India"
"Mahaadri-Dhrik","Male","hindu","","India"
"Mahaa-Dyutih","Male","hindu","","India"
"Mahaagartah","Male","hindu","","India"
"Mahaahavih","Male","hindu","","India"
"Mahaahradah","Male","hindu","","India"
"Mahaakarmaa","Male","hindu","","India"
"Mahaakoshah","Male","hindu","","India"
"Mahaakramo","Male","hindu","","India"
"Mahaakratuh","Male","hindu","","India"
"Mahaakshah","Male","hindu","","India"
"Mahaa-Makhah","Male","hindu","","India"
"Mahaamanaah","Male","hindu","","India"
"Mahaamayo","Male","hindu","","India"
"Rajya Vallabha","Female","hindu","","India"
"Rakhini","Female","hindu","","India"
"Rakinyambha Swaroopini","Female","hindu","","India"
"Rakshaa Kari","Female","hindu","","India"
"Rakshasagni","Female","hindu","","India"
"Raktha Varna","Female","hindu","","India"
"Ramaa","Female","hindu","","India"
"Ramana Lampata","Female","hindu","","India"
"Ramani","Female","hindu","","India"
"Rambha Adhi Vandhitha","Female","hindu","","India"
"Ramya","Female","hindu","","India"
"Ranath Kinkini Mekhala","Female","hindu","","India"
"Ranjani","Female","hindu","","India"
"Rasa Sevadhi","Female","hindu","","India"
"Rasagna","Female","hindu","","India"
"Rasya","Female","hindu","","India"
"Rathi Priya","Female","hindu","","India"
"Rathi Roopa","Female","hindu","","India"
"Rathna Graiveya Chinthaka Lola Muktha Phalanvitha","Female","hindu","","India"
"Rathna Kinkinika Ramya Rasana Dhama Bhooshitha","Female","hindu","","India"
"Ravi Pragya","Female","hindu","","India"
"Roga Parvatha Dhambola","Female","hindu","","India"
"Rudhira Samsthida","Female","hindu","","India"
"Rudhra Roopa","Female","hindu","","India"
"Rudra Grandhi Vibhedini","Female","hindu","","India"
"Manoharah","Male","hindu","","India"
"Manojavah","Male","hindu","","India"
"Mantrah","Male","hindu","","India"
"Manuh","Male","hindu","","India"
"Mareechih","Male","hindu","","India"
"Medhaavee","Male","hindu","","India"
"Medhajah","Male","hindu","","India"
"Medineepatih","Male","hindu","","India"
"Muktaanaam Paramaa Gatih","Male","hindu","","India"
"Mukundah","Male","hindu","","India"
"Naaraayanah","Male","hindu","","India"
"Naarasimha-Vapuh","Male","hindu","","India"
"Nahushah","Male","hindu","","India"
"Naikaatmaa","Male","hindu","","India"
"Naikah","Male","hindu","","India"
"Naikajah","Male","hindu","","India"
"Naikakarmakrit","Male","hindu","","India"
"Naikamaayah","Male","hindu","","India"
"Naika-Roopo","Male","hindu","","India"
"Naikashringah","Male","hindu","","India"
"Nakshatranemir","Male","hindu","","India"
"Nakshatree","Male","hindu","","India"
"Nandah","Male","hindu","","India"
"Nandakee","Male","hindu","","India"
"Nandanah","Male","hindu","","India"
"Swayamjyoti","Male","hindu","","India"
"Tamisraha","Male","hindu","","India"
"Tamohara","Male","hindu","","India"
"Tantuvardhana","Male","hindu","","India"
"Tanujyoti","Male","hindu","","India"
"Tanunapat","Male","hindu","","India"
"Tapana","Male","hindu","","India"
"Tapasvin","Male","hindu","","India"
"Taraka","Male","hindu","","India"
"Tarani","Male","hindu","","India"
"Tarasvin","Male","hindu","","India"
"Tarksya","Male","hindu","","India"
"Tattva","Male","hindu","","India"
"Tejastejas","Male","hindu","","India"
"Tejomaya","Male","hindu","","India"
"Tejorasi","Male","hindu","","India"
"Tigmamsu","Male","hindu","","India"
"Tirthada","Male","hindu","","India"
"Tirthadeva","Male","hindu","","India"
"Tirthadrsya","Male","hindu","","India"
"Tirthakara","Male","hindu","","India"
"Tirtharupa","Male","hindu","","India"
"Traividya","Male","hindu","","India"
"Trayitanu","Male","hindu","","India"
"Triculin","Male","hindu","","India"
"Vajrahasta","Male","hindu","","India"
"Valayikrtavasuki","Male","hindu","","India"
"Vamadeva","Male","hindu","","India"
"Vanmayaikanidhi","Male","hindu","","India"
"Varada","Male","hindu","","India"
"Varamga","Male","hindu","","India"
"Varenya","Male","hindu","","India"
"Varmin","Male","hindu","","India"
"Varnasramaguru","Male","hindu","","India"
"Vasanta Madhava","Male","hindu","","India"
"Vasistha","Male","hindu","","India"
"Vasu","Male","hindu","","India"
